employee_completion_rate,employee_failure_rate,employee_rejection_rate,current_active_tasks,task_priority,category_match_rate,high_priority_success_rate,is_successful
0.611,0.173,0.216,13,3,0.811,0.828,0
0.461,0.152,0.01,2,3,0.689,0.982,1
0.382,0.203,0.139,8,3,0.262,0.964,0
0.416,0.225,0.094,1,2,0.582,0.834,0
0.301,0.125,0.2,2,2,0.773,0.502,0
0.685,0.101,0.215,6,3,0.906,0.253,0
0.669,0.242,0.089,3,1,0.876,0.279,1
0.581,0.307,0.113,5,1,0.239,0.201,0
0.413,0.077,0.295,2,4,0.539,0.202,0
0.358,0.039,0.235,0,2,0.53,0.949,0
0.313,0.359,0.269,10,2,0.909,0.942,0
0.416,0.14,0.132,5,3,0.102,0.734,0
0.761,0.182,0.058,3,3,0.765,0.781,1
0.469,0.144,0.124,1,3,0.657,0.611,0
0.548,0.05,0.215,6,3,0.929,0.39,0
0.374,0.236,0.033,14,3,0.511,0.932,0
0.456,0.21,0.081,9,1,0.692,0.422,0
0.663,0.081,0.014,12,1,0.975,0.792,0
0.7,0.174,0.125,11,3,0.77,0.396,0
0.454,0.307,0.239,14,1,0.161,0.896,0
0.34,0.236,0.007,12,3,0.251,0.721,0
0.574,0.039,0.203,4,3,0.839,0.714,0
0.464,0.219,0.28,5,2,0.401,0.278,0
0.454,0.281,0.071,5,1,0.735,0.536,0
0.649,0.212,0.139,13,1,0.73,0.62,0
0.573,0.197,0.229,8,2,0.994,0.435,0
0.664,0.059,0.278,11,1,0.523,0.905,0
0.591,0.284,0.07,1,2,0.764,0.87,0
0.6,0.271,0.03,11,4,0.144,0.595,0
0.679,0.01,0.044,5,1,0.516,0.472,0
0.677,0.142,0.181,8,3,0.268,0.841,0
0.693,0.117,0.191,11,2,0.857,0.358,0
0.42,0.268,0.202,3,3,0.856,0.257,0
0.65,0.086,0.101,12,3,0.313,0.237,0
0.588,0.236,0.051,11,1,0.386,0.231,0
0.628,0.252,0.12,12,2,0.732,0.591,0
0.615,0.265,0.12,12,4,0.764,0.404,0
0.534,0.293,0.174,10,3,0.692,0.752,0
0.381,0.391,0.132,5,3,0.997,0.723,0
0.724,0.004,0.102,6,4,0.882,0.634,1
0.382,0.249,0.088,0,2,0.475,0.482,0
0.536,0.165,0.063,4,1,0.394,0.88,0
0.4,0.344,0.08,3,3,0.637,0.768,1
0.784,0.101,0.028,12,1,0.836,0.417,0
0.444,0.392,0.104,12,2,0.528,0.601,0
0.574,0.245,0.011,12,4,0.764,0.325,0
0.713,0.244,0.043,9,1,0.117,0.463,0
0.443,0.034,0.224,14,2,0.933,0.998,0
0.655,0.073,0.098,14,1,0.796,0.379,0
0.541,0.276,0.183,1,1,0.455,0.759,1
0.313,0.009,0.215,1,3,0.446,0.391,0
0.63,0.241,0.129,1,1,0.193,0.951,0
0.348,0.006,0.288,6,3,0.835,0.448,1
0.632,0.263,0.006,10,2,0.792,0.477,0
0.653,0.138,0.209,12,2,0.667,0.675,0
0.582,0.192,0.226,10,3,0.191,0.67,0
0.593,0.211,0.196,3,4,0.336,0.663,0
0.477,0.137,0.05,14,1,0.513,0.659,0
0.307,0.043,0.098,5,2,0.339,0.45,0
0.806,0.028,0.052,6,2,0.491,0.548,0
0.619,0.216,0.165,8,4,0.303,0.675,0
0.677,0.159,0.163,10,2,0.415,0.737,0
0.691,0.234,0.075,1,3,0.687,0.403,0
0.709,0.162,0.129,9,4,0.903,0.761,0
0.63,0.166,0.204,11,2,0.447,0.939,0
0.534,0.159,0.126,12,4,0.723,0.806,0
0.762,0.009,0.229,8,4,0.221,0.267,0
0.616,0.134,0.231,10,2,0.587,0.575,0
0.428,0.39,0.019,4,2,0.93,0.548,0
0.626,0.244,0.13,12,2,0.125,0.469,0
0.819,0.118,0.063,5,4,0.341,0.593,1
0.609,0.229,0.163,5,3,0.219,0.552,0
0.353,0.339,0.287,10,3,0.58,0.205,0
0.565,0.174,0.261,2,1,0.712,0.389,1
0.862,0.007,0.121,10,2,0.152,0.371,0
0.888,0.028,0.083,10,3,0.163,0.479,0
0.442,0.204,0.07,9,1,0.883,0.34,0
0.347,0.388,0.16,6,1,0.511,0.254,0
0.746,0.226,0.028,14,2,0.517,0.357,0
0.573,0.028,0.165,12,1,0.95,0.883,0
0.679,0.076,0.0,6,3,0.388,0.838,0
0.707,0.223,0.07,7,1,0.907,0.554,0
0.347,0.337,0.066,4,1,0.977,0.902,0
0.583,0.191,0.225,1,3,0.318,0.386,1
0.352,0.258,0.218,14,1,0.563,0.667,0
0.563,0.011,0.105,12,1,0.581,0.314,0
0.706,0.271,0.023,2,4,0.88,0.867,1
0.562,0.294,0.144,8,1,0.374,0.304,0
0.856,0.089,0.055,14,1,0.818,0.225,0
0.609,0.25,0.142,5,4,0.974,0.419,0
0.525,0.086,0.251,7,4,0.856,0.921,0
0.454,0.016,0.185,7,4,0.918,0.304,0
0.545,0.08,0.19,13,2,0.738,0.465,0
0.561,0.071,0.162,4,2,0.914,0.453,0
0.348,0.135,0.278,0,3,0.248,0.841,0
0.556,0.166,0.278,5,1,0.741,0.537,0
0.625,0.203,0.154,6,3,0.759,0.689,0
0.74,0.175,0.084,8,2,0.495,0.524,0
0.755,0.108,0.137,1,1,0.172,0.641,0
0.796,0.012,0.056,11,1,0.66,0.25,0
0.306,0.242,0.191,12,4,0.147,0.499,0
0.452,0.158,0.15,1,2,0.444,0.884,0
0.763,0.119,0.031,9,1,0.454,0.753,1
0.611,0.332,0.057,0,4,0.999,0.985,0
0.304,0.299,0.144,4,1,0.37,0.83,0
0.586,0.233,0.181,1,2,0.838,0.561,1
0.696,0.164,0.141,2,3,0.148,0.741,0
0.684,0.052,0.204,1,3,0.577,0.821,1
0.347,0.278,0.102,10,1,0.583,0.416,0
0.767,0.076,0.157,3,4,0.666,0.248,1
0.695,0.173,0.132,10,4,0.829,0.525,0
0.791,0.024,0.185,2,4,0.786,0.316,1
0.705,0.282,0.013,8,2,0.785,0.422,1
0.813,0.048,0.14,9,3,0.489,0.957,0
0.596,0.325,0.08,11,3,0.755,0.878,0
0.398,0.346,0.098,1,1,0.542,0.674,0
0.619,0.149,0.232,6,3,0.16,0.521,0
0.676,0.274,0.05,14,4,0.901,0.411,0
0.706,0.213,0.08,10,2,0.901,0.657,0
0.419,0.321,0.153,13,4,0.391,0.627,0
0.436,0.173,0.259,2,4,0.923,0.825,0
0.678,0.231,0.092,9,3,0.782,0.942,1
0.669,0.15,0.181,7,2,0.461,0.463,0
0.596,0.24,0.164,3,2,0.398,0.365,1
0.743,0.174,0.083,13,4,0.978,0.522,0
0.703,0.181,0.115,3,1,0.741,0.55,1
0.643,0.266,0.091,8,3,0.441,0.232,0
0.615,0.219,0.166,10,1,0.678,0.889,0
0.705,0.222,0.013,2,4,0.614,0.996,1
0.743,0.072,0.093,6,3,0.572,0.939,1
0.41,0.187,0.204,0,1,0.68,0.889,1
0.532,0.326,0.143,6,1,0.584,0.994,0
0.65,0.244,0.106,9,1,0.689,0.926,0
0.49,0.324,0.162,10,3,0.917,0.751,0
0.442,0.013,0.059,1,1,0.994,0.333,1
0.52,0.187,0.129,11,2,0.738,0.325,0
0.469,0.259,0.151,13,4,0.935,0.239,0
0.428,0.315,0.257,13,3,0.873,0.529,0
0.597,0.02,0.078,5,2,0.366,0.847,1
0.609,0.222,0.169,14,1,0.94,0.592,0
0.613,0.205,0.181,12,4,0.164,0.493,0
0.432,0.079,0.006,8,1,0.397,0.287,0
0.354,0.127,0.217,5,2,0.676,0.241,0
0.787,0.113,0.011,2,1,0.574,0.519,1
0.526,0.197,0.277,0,3,0.588,0.28,0
0.756,0.018,0.226,11,2,0.815,0.283,0
0.762,0.063,0.089,11,3,0.275,0.516,0
0.681,0.258,0.061,14,4,0.984,0.602,0
0.49,0.053,0.114,3,3,0.494,0.349,0
0.785,0.093,0.107,3,3,0.955,0.748,1
0.485,0.181,0.112,12,1,0.445,0.535,0
0.76,0.164,0.076,7,1,0.642,0.274,0
0.603,0.247,0.151,9,2,0.505,0.71,0
0.527,0.179,0.049,9,4,0.708,0.486,0
0.462,0.299,0.24,13,2,0.265,0.242,0
0.434,0.247,0.244,12,4,0.461,0.958,0
0.786,0.045,0.143,6,4,0.162,0.657,0
0.453,0.063,0.256,9,3,0.638,0.582,0
0.717,0.175,0.074,6,1,0.966,0.887,0
0.485,0.159,0.005,6,4,0.141,0.949,0
0.612,0.239,0.149,11,1,0.694,0.376,0
0.702,0.187,0.111,1,4,0.798,0.848,1
0.722,0.133,0.145,8,1,0.292,0.865,0
0.711,0.058,0.23,5,2,0.346,0.244,0
0.431,0.091,0.291,1,1,0.281,0.77,0
0.362,0.23,0.19,0,3,0.368,0.25,0
0.664,0.143,0.193,10,4,0.199,0.676,0
0.558,0.206,0.025,0,3,0.433,0.735,0
0.603,0.068,0.048,0,4,0.432,0.494,1
0.322,0.265,0.22,3,3,0.827,0.905,0
0.482,0.341,0.129,3,4,0.821,0.84,0
0.324,0.103,0.134,13,1,0.817,0.941,0
0.76,0.163,0.077,11,4,0.61,0.452,0
0.451,0.374,0.175,8,3,0.393,0.217,0
0.69,0.133,0.056,12,3,0.47,0.849,0
0.327,0.238,0.188,11,4,0.386,0.378,0
0.767,0.036,0.052,11,4,0.624,0.574,0
0.526,0.242,0.019,0,2,0.944,0.854,1
0.873,0.034,0.093,2,2,0.356,0.373,1
0.67,0.279,0.05,2,1,0.513,0.45,0
0.488,0.265,0.247,7,1,0.69,0.551,0
0.737,0.25,0.013,1,1,0.86,0.417,1
0.749,0.211,0.04,5,1,0.328,0.569,0
0.687,0.185,0.129,10,1,0.352,0.208,0
0.733,0.148,0.119,3,4,0.897,0.37,0
0.474,0.343,0.014,12,2,0.172,0.866,0
0.646,0.352,0.002,9,4,0.645,0.531,0
0.347,0.2,0.296,5,2,0.874,0.709,1
0.366,0.373,0.198,12,2,0.93,0.386,0
0.744,0.174,0.082,4,3,0.111,0.72,0
0.529,0.215,0.141,11,3,0.433,1.0,0
0.759,0.167,0.074,8,2,0.332,0.676,0
0.822,0.08,0.098,8,4,0.611,0.703,0
0.821,0.001,0.178,0,2,0.67,0.289,1
0.734,0.071,0.195,2,1,1.0,0.523,1
0.469,0.204,0.055,0,4,0.561,0.889,0
0.328,0.152,0.252,5,4,0.596,0.867,0
0.588,0.179,0.036,11,2,0.473,0.618,0
0.391,0.392,0.064,2,1,0.233,0.923,0
0.316,0.14,0.011,13,2,0.373,0.314,0
0.552,0.181,0.042,0,1,0.322,0.727,0
0.721,0.045,0.234,5,4,0.821,0.399,0
0.696,0.019,0.138,4,2,0.591,0.716,0
0.519,0.31,0.023,11,1,0.367,0.27,0
0.595,0.179,0.226,11,3,0.54,0.955,0
0.449,0.295,0.256,7,4,0.297,0.829,0
0.31,0.06,0.226,13,4,0.267,0.361,0
0.621,0.17,0.208,1,3,0.874,0.71,1
0.737,0.101,0.066,7,1,0.95,0.807,0
0.709,0.078,0.213,11,4,0.172,0.368,0
0.327,0.005,0.207,4,1,0.788,0.275,0
0.739,0.043,0.218,7,3,0.508,0.481,0
0.669,0.113,0.218,11,2,0.45,0.309,0
0.694,0.047,0.104,9,4,0.72,0.653,0
0.541,0.289,0.17,3,4,0.34,0.539,0
0.817,0.111,0.071,14,1,0.119,0.57,0
0.711,0.052,0.099,3,4,0.293,0.634,1
0.707,0.08,0.032,9,2,0.266,0.986,0
0.658,0.156,0.186,14,3,0.131,0.834,0
0.83,0.026,0.087,14,4,0.389,0.704,0
0.549,0.311,0.141,3,3,0.527,0.491,0
0.613,0.296,0.091,13,1,0.762,0.222,0
0.572,0.099,0.288,10,2,0.393,0.293,0
0.46,0.18,0.101,14,4,0.275,0.785,0
0.718,0.009,0.234,5,3,0.308,0.495,0
0.649,0.175,0.175,3,2,0.902,0.468,1
0.762,0.133,0.105,8,3,0.284,0.911,0
0.539,0.108,0.113,8,1,0.891,0.588,0
0.669,0.083,0.224,2,2,0.502,0.92,0
0.448,0.262,0.274,6,2,0.941,0.909,0
0.717,0.12,0.163,11,1,0.467,0.264,0
0.876,0.064,0.06,4,1,0.26,0.956,1
0.582,0.213,0.206,14,4,0.594,0.262,0
0.716,0.188,0.096,11,1,0.629,0.971,0
0.608,0.261,0.131,8,1,0.672,0.562,0
0.707,0.046,0.247,1,3,0.47,0.809,1
0.337,0.314,0.057,2,2,0.144,0.765,0
0.551,0.24,0.21,9,3,0.664,0.615,0
0.772,0.046,0.179,4,1,0.94,0.696,1
0.586,0.211,0.203,11,4,0.962,0.96,0
0.561,0.177,0.052,4,3,0.637,0.942,0
0.655,0.258,0.086,9,3,0.118,0.723,0
0.417,0.057,0.25,11,2,0.195,0.726,0
0.65,0.257,0.006,14,2,0.851,0.398,0
0.784,0.153,0.034,13,2,0.847,0.863,0
0.537,0.261,0.202,13,4,0.951,0.706,0
0.754,0.132,0.084,6,4,0.607,0.861,1
0.421,0.329,0.25,12,1,0.877,0.726,0
0.409,0.361,0.055,13,1,0.842,0.439,0
0.745,0.108,0.108,7,2,0.63,0.352,1
0.568,0.254,0.178,7,3,0.805,0.262,0
0.417,0.39,0.193,13,2,0.213,0.669,0
0.742,0.095,0.163,0,1,0.675,0.427,0
0.619,0.175,0.159,13,3,0.958,0.704,0
0.625,0.169,0.206,0,1,0.246,0.247,0
0.825,0.11,0.066,2,4,0.77,0.501,0
0.419,0.006,0.133,0,2,0.389,0.408,0
0.313,0.088,0.047,0,2,0.835,0.496,1
0.744,0.099,0.157,9,3,0.727,0.243,1
0.727,0.177,0.075,7,2,0.934,0.779,1
0.79,0.068,0.1,0,1,0.741,0.293,1
0.644,0.254,0.103,8,1,0.469,0.212,0
0.748,0.245,0.007,1,4,0.11,0.957,1
0.94,0.033,0.027,8,1,0.814,0.354,0
0.592,0.228,0.18,13,3,0.468,0.862,0
0.622,0.253,0.125,6,1,0.704,0.972,1
0.475,0.313,0.212,8,4,0.195,0.627,0
0.408,0.001,0.208,2,4,0.902,0.621,1
0.701,0.099,0.002,0,2,0.492,0.494,1
0.47,0.353,0.176,0,3,0.928,0.54,1
0.702,0.277,0.021,10,1,0.736,0.586,0
0.575,0.234,0.19,14,4,0.209,0.322,0
0.542,0.232,0.226,9,1,0.621,0.492,0
0.548,0.037,0.159,5,4,0.919,0.853,1
0.336,0.206,0.205,6,2,0.82,0.346,0
0.322,0.093,0.071,8,4,0.476,0.784,0
0.596,0.072,0.131,5,2,0.96,0.721,1
0.359,0.324,0.257,4,3,0.342,0.246,0
0.725,0.054,0.05,13,1,0.438,0.218,0
0.774,0.158,0.067,1,1,0.775,0.482,1
0.643,0.263,0.094,1,2,0.31,0.754,0
0.726,0.071,0.204,7,3,0.564,0.464,0
0.448,0.391,0.113,14,2,0.756,0.734,0
0.572,0.252,0.176,0,4,0.68,0.732,0
0.786,0.19,0.024,7,2,0.24,0.845,0
0.438,0.068,0.111,10,3,0.667,0.28,0
0.706,0.109,0.184,9,4,0.615,0.662,0
0.501,0.17,0.068,10,1,0.602,0.25,0
0.729,0.105,0.167,6,1,0.843,0.341,0
0.861,0.097,0.042,6,1,0.266,0.46,0
0.321,0.389,0.017,4,3,0.776,0.766,0
0.905,0.06,0.035,2,3,0.785,0.979,1
0.562,0.224,0.213,6,3,0.75,0.474,0
0.856,0.0,0.144,6,3,0.555,0.617,1
0.567,0.216,0.217,6,3,0.456,0.407,0
0.657,0.27,0.073,11,4,0.455,0.74,0
0.344,0.115,0.178,14,2,0.76,0.493,0
0.535,0.074,0.148,14,1,0.548,0.585,0
0.347,0.261,0.284,10,3,0.405,0.654,0
0.659,0.191,0.15,1,1,0.663,0.749,0
0.638,0.201,0.16,2,3,0.853,0.248,0
0.864,0.123,0.013,2,1,0.155,0.644,1
0.783,0.083,0.135,3,2,0.975,0.545,1
0.36,0.382,0.14,11,1,0.187,0.307,0
0.468,0.303,0.229,8,1,0.561,0.366,0
0.35,0.183,0.077,9,3,0.604,0.907,0
0.448,0.338,0.081,14,4,0.224,0.897,0
0.461,0.181,0.123,0,4,0.924,0.227,0
0.628,0.17,0.073,14,1,0.524,0.752,0
0.488,0.063,0.039,14,4,0.229,0.643,0
0.371,0.171,0.257,11,2,0.74,0.952,0
0.417,0.215,0.167,6,2,0.697,0.926,0
0.403,0.009,0.258,6,4,0.967,0.664,0
0.697,0.126,0.177,10,4,0.497,0.311,0
0.677,0.254,0.069,3,2,0.341,0.568,0
0.691,0.192,0.116,12,4,0.154,0.78,0
0.608,0.254,0.025,10,4,0.76,0.961,0
0.437,0.321,0.242,0,3,0.656,0.491,0
0.859,0.007,0.121,2,3,0.975,0.828,1
0.528,0.223,0.118,4,4,0.741,0.747,0
0.51,0.315,0.091,11,4,0.94,0.263,0
0.463,0.217,0.138,1,3,0.992,0.646,1
0.391,0.13,0.076,6,3,0.486,0.347,0
0.48,0.055,0.112,13,4,0.235,0.747,0
0.48,0.31,0.21,9,3,0.276,0.688,0
0.638,0.156,0.207,9,2,0.387,0.978,0
0.344,0.351,0.091,6,1,0.558,0.948,0
0.447,0.234,0.141,11,2,0.21,0.207,0
0.62,0.193,0.187,9,3,0.372,0.264,0
0.403,0.322,0.016,4,2,0.377,0.815,0
0.504,0.246,0.249,14,1,0.104,0.749,0
0.801,0.141,0.058,11,3,0.419,0.841,0
0.408,0.205,0.204,9,2,0.205,0.413,0
0.358,0.321,0.175,14,2,0.487,0.879,0
0.639,0.149,0.166,5,1,0.277,0.554,0
0.512,0.155,0.258,0,3,0.84,0.41,1
0.694,0.038,0.03,3,4,0.172,0.208,0
0.647,0.275,0.078,3,3,0.879,0.897,0
0.396,0.036,0.161,10,1,0.622,0.628,0
0.584,0.214,0.201,7,1,0.513,0.98,0
0.654,0.165,0.065,14,1,0.595,0.772,0
0.401,0.162,0.241,1,1,0.438,0.264,0
0.653,0.241,0.106,0,4,0.215,0.671,0
0.492,0.027,0.057,6,3,0.789,0.214,1
0.58,0.215,0.206,5,3,0.935,0.646,1
0.358,0.309,0.027,4,2,0.955,0.48,0
0.561,0.299,0.139,11,4,0.704,0.715,0
0.515,0.068,0.019,12,4,0.469,0.633,0
0.653,0.268,0.08,12,2,0.531,0.409,0
0.34,0.262,0.18,12,2,0.691,0.33,0
0.533,0.317,0.15,7,3,0.841,0.524,0
0.621,0.194,0.121,10,3,0.437,0.989,0
0.7,0.188,0.112,14,3,0.925,0.549,0
0.617,0.323,0.06,12,4,0.392,0.799,0
0.607,0.285,0.108,1,4,0.578,0.246,0
0.645,0.137,0.218,1,2,0.965,0.503,1
0.712,0.087,0.201,8,1,0.944,0.664,1
0.52,0.157,0.044,0,1,0.726,0.801,0
0.677,0.155,0.009,5,1,0.392,0.623,0
0.692,0.089,0.218,12,1,0.297,0.612,0
0.789,0.085,0.126,12,1,0.172,0.811,0
0.646,0.241,0.113,2,3,0.738,0.451,0
0.56,0.028,0.234,14,2,0.553,0.272,0
0.437,0.271,0.094,12,1,0.615,0.478,0
0.643,0.069,0.145,4,1,0.525,0.327,0
0.657,0.11,0.233,7,1,0.535,0.973,0
0.645,0.025,0.202,6,3,0.614,0.662,0
0.638,0.108,0.046,12,1,0.923,0.557,0
0.719,0.249,0.032,11,2,0.126,0.93,0
0.553,0.354,0.061,3,3,0.821,0.92,0
0.739,0.073,0.188,7,3,0.451,0.533,0
0.585,0.185,0.089,10,4,0.77,0.9,0
0.53,0.188,0.006,10,4,0.954,0.251,0
0.494,0.279,0.227,9,3,0.376,0.909,0
0.701,0.256,0.043,10,1,0.181,0.448,0
0.388,0.205,0.003,13,1,0.309,0.652,0
0.437,0.268,0.071,1,1,0.3,0.416,0
0.702,0.246,0.051,6,1,0.768,0.988,1
0.423,0.004,0.127,4,4,0.156,0.257,0
0.615,0.142,0.243,10,2,0.146,0.558,0
0.53,0.272,0.198,5,3,0.724,0.697,0
0.597,0.275,0.127,2,1,0.601,0.692,0
0.688,0.199,0.113,10,4,0.476,0.791,0
0.461,0.212,0.167,9,2,0.618,0.78,0
0.687,0.139,0.073,6,3,0.762,0.835,0
0.561,0.208,0.016,6,3,0.193,0.387,0
0.584,0.201,0.216,1,3,0.598,0.496,0
0.399,0.167,0.056,0,1,0.842,0.506,0
0.67,0.273,0.057,9,3,0.426,0.965,0
0.43,0.344,0.142,1,1,0.787,0.527,0
0.495,0.062,0.147,11,2,0.861,0.377,0
0.453,0.181,0.006,7,4,0.839,0.706,0
0.428,0.163,0.044,10,4,0.685,0.542,0
0.693,0.217,0.09,9,4,0.746,0.4,0
0.5,0.1,0.205,2,3,0.809,0.772,0
0.745,0.201,0.054,10,4,0.76,0.354,0
0.672,0.241,0.087,3,2,0.507,0.707,0
0.677,0.162,0.162,7,1,0.243,0.544,0
0.388,0.353,0.259,2,4,0.379,0.455,0
0.532,0.376,0.093,5,1,0.287,0.957,0
0.858,0.042,0.04,1,1,0.425,0.46,0
0.557,0.093,0.147,2,4,0.54,0.478,0
0.361,0.38,0.224,0,4,0.963,0.897,0
0.624,0.347,0.03,8,4,0.964,0.303,0
0.843,0.037,0.12,3,3,0.793,0.286,1
0.857,0.006,0.005,5,4,0.982,0.426,1
0.423,0.064,0.01,14,3,0.998,0.673,0
0.587,0.303,0.11,6,2,0.897,0.507,0
0.454,0.072,0.089,1,1,0.172,0.687,0
0.453,0.201,0.254,7,2,0.483,0.328,0
0.637,0.237,0.126,11,4,0.581,0.409,0
0.475,0.008,0.136,8,1,0.212,0.652,0
0.484,0.242,0.122,13,4,0.828,0.374,0
0.3,0.111,0.149,9,4,0.234,0.538,0
0.718,0.272,0.01,10,1,0.445,0.658,0
0.692,0.092,0.217,1,2,0.162,0.979,0
0.563,0.209,0.228,4,4,0.572,0.264,0
0.718,0.235,0.047,1,1,0.637,0.568,0
0.406,0.089,0.036,10,2,0.762,0.517,0
0.621,0.014,0.043,4,3,0.406,0.859,0
0.546,0.164,0.198,6,2,0.631,0.92,1
0.366,0.116,0.198,5,2,0.761,0.926,0
0.526,0.266,0.209,3,1,0.786,0.5,0
0.634,0.215,0.151,13,2,0.371,0.444,0
0.328,0.183,0.135,1,3,0.161,0.559,0
0.504,0.243,0.184,6,3,0.134,0.475,0
0.445,0.242,0.206,11,4,0.791,0.775,0
0.467,0.331,0.154,9,3,0.447,0.371,0
0.75,0.136,0.114,8,4,0.221,0.727,0
0.628,0.11,0.194,0,3,0.266,0.942,0
0.626,0.106,0.167,2,2,0.79,0.424,1
0.671,0.173,0.156,6,4,0.639,0.742,0
0.408,0.18,0.184,14,3,0.551,0.315,0
0.621,0.17,0.209,13,2,0.661,0.297,0
0.601,0.036,0.193,8,2,0.224,0.293,0
0.618,0.248,0.134,12,4,0.387,0.311,0
0.775,0.066,0.159,4,1,0.437,0.373,0
0.797,0.075,0.128,6,2,0.383,0.65,0
0.579,0.165,0.073,14,2,0.878,0.814,0
0.879,0.091,0.0,9,1,0.623,0.301,1
0.419,0.234,0.168,6,4,0.756,0.896,0
0.321,0.149,0.177,3,3,0.313,0.874,0
0.443,0.18,0.292,4,3,0.338,0.782,0
0.538,0.215,0.108,1,2,0.303,0.541,0
0.657,0.081,0.118,7,1,0.719,0.201,0
0.731,0.062,0.061,11,2,0.414,0.788,0
0.715,0.269,0.016,14,4,0.465,0.903,0
0.618,0.163,0.218,14,2,0.738,0.468,0
0.651,0.165,0.075,0,3,0.975,0.774,1
0.335,0.014,0.183,1,1,0.246,0.25,1
0.324,0.199,0.206,11,4,0.156,0.768,0
0.654,0.211,0.135,2,2,0.275,0.255,0
0.555,0.204,0.24,6,3,0.761,0.67,0
0.681,0.217,0.102,5,2,0.275,0.678,0
0.412,0.071,0.085,13,3,0.626,0.442,0
0.317,0.101,0.269,6,1,0.631,0.263,0
0.513,0.271,0.216,10,4,0.365,0.959,0
0.466,0.379,0.049,4,2,0.162,0.628,0
0.335,0.054,0.008,13,4,0.459,0.664,0
0.781,0.193,0.026,3,1,0.268,0.692,0
0.378,0.086,0.086,14,3,0.266,0.913,0
0.697,0.023,0.28,14,1,0.57,0.248,0
0.497,0.13,0.168,6,1,0.706,0.915,0
0.421,0.057,0.112,2,4,0.168,0.392,0
0.507,0.254,0.239,12,1,0.62,0.262,0
0.711,0.176,0.112,9,2,0.322,0.726,0
0.574,0.058,0.095,6,3,0.706,0.982,0
0.743,0.003,0.254,1,1,0.829,0.246,1
0.388,0.323,0.255,11,2,0.826,0.541,0
0.722,0.061,0.217,11,3,0.433,0.624,0
0.466,0.242,0.154,7,4,0.611,0.402,0
0.676,0.118,0.207,11,3,0.814,0.986,0
0.696,0.234,0.054,5,4,0.155,0.713,0
0.761,0.101,0.138,11,3,0.645,0.875,0
0.571,0.035,0.295,14,1,0.853,0.533,0
0.346,0.089,0.087,2,4,0.435,0.483,0
0.313,0.075,0.238,2,4,0.51,0.643,0
0.734,0.143,0.123,4,4,0.729,0.548,0
0.667,0.263,0.012,2,1,0.161,0.772,0
0.716,0.09,0.194,5,1,0.447,0.413,0
0.464,0.005,0.051,1,3,0.366,0.56,1
0.542,0.208,0.189,7,3,0.115,0.916,0
0.321,0.242,0.026,12,1,0.276,0.805,0
0.593,0.235,0.173,10,1,0.456,0.334,0
0.704,0.216,0.08,11,4,0.278,0.909,0
0.788,0.156,0.056,10,3,0.642,0.671,0
0.486,0.229,0.039,8,3,0.504,0.743,0
0.526,0.268,0.205,12,4,0.136,0.435,0
0.587,0.251,0.162,14,4,0.348,0.553,0
0.522,0.129,0.222,6,4,0.118,0.845,0
0.785,0.083,0.132,13,2,0.422,0.465,0
0.796,0.087,0.118,2,2,0.333,0.332,0
0.797,0.175,0.029,10,1,0.719,0.503,0
0.637,0.232,0.131,13,3,0.377,0.255,0
0.494,0.201,0.074,9,4,0.438,0.774,0
0.497,0.027,0.293,3,4,0.753,0.318,0
0.648,0.193,0.159,11,3,0.533,0.428,0
0.307,0.322,0.124,9,2,0.601,0.905,0
0.801,0.116,0.045,1,3,0.857,0.632,1
0.613,0.205,0.182,8,1,0.286,0.457,0
0.736,0.171,0.037,13,2,0.99,0.638,1
0.707,0.253,0.04,4,3,0.91,0.375,0
0.518,0.338,0.063,11,3,0.358,0.22,0
0.538,0.21,0.167,1,1,0.904,0.683,1
0.355,0.277,0.236,9,3,0.779,0.771,0
0.577,0.334,0.089,5,2,0.938,0.904,1
0.483,0.198,0.025,6,4,0.722,0.818,0
0.54,0.125,0.139,12,4,0.707,0.941,0
0.627,0.214,0.159,1,4,0.103,0.989,1
0.861,0.079,0.06,14,2,0.527,0.796,0
0.43,0.155,0.066,0,3,0.28,0.894,1
0.471,0.291,0.239,12,3,0.392,0.739,0
0.623,0.19,0.188,6,3,0.981,0.337,0
0.343,0.162,0.297,0,3,0.177,0.345,0
0.365,0.086,0.242,2,4,0.75,0.288,0
0.414,0.142,0.056,3,2,0.256,0.954,0
0.717,0.114,0.064,1,1,0.107,0.738,0
0.405,0.07,0.102,6,2,0.551,0.832,0
0.713,0.217,0.07,4,3,0.245,0.465,0
0.612,0.101,0.287,0,3,0.969,0.568,0
0.609,0.17,0.221,11,2,0.283,0.232,0
0.473,0.154,0.217,11,2,0.273,0.911,0
0.584,0.364,0.052,7,4,0.129,0.882,0
0.64,0.131,0.229,9,3,0.397,0.828,0
0.747,0.029,0.225,6,2,0.122,0.247,0
0.828,0.036,0.049,3,3,0.549,0.339,1
0.586,0.197,0.217,1,2,0.555,0.467,1
0.744,0.191,0.065,14,3,0.148,0.41,0
0.82,0.157,0.023,6,2,0.316,0.871,1
0.692,0.144,0.164,10,3,0.849,0.356,1
0.339,0.022,0.196,1,1,0.516,0.626,0
0.305,0.207,0.028,5,4,0.491,0.657,0
0.449,0.202,0.096,0,1,0.729,0.54,0
0.681,0.053,0.265,13,4,0.743,0.393,0
0.588,0.042,0.204,6,4,0.786,0.968,0
0.582,0.049,0.219,6,2,0.847,0.531,0
